Date,High,Low,Open,Close,Volume,Adj Close
2015-12-31,53.970001220703125,53.349998474121094,53.83000183105469,53.369998931884766,1055200.0,48.40111541748047
2016-01-04,52.61000061035156,52.0,52.599998474121094,52.45000076293945,2067400.0,47.566776275634766
2016-01-05,52.70000076293945,52.22999954223633,52.41999816894531,52.650001525878906,2401400.0,47.74816131591797
2016-01-06,53.31999969482422,52.119998931884766,52.16999816894531,53.29999923706055,3277400.0,48.337642669677734
2016-01-07,53.04999923706055,52.41999816894531,52.58000183105469,52.66999816894531,3309900.0,47.766300201416016
2016-01-08,53.150001525878906,52.22999954223633,52.689998626708984,52.349998474121094,2617400.0,47.4760856628418
2016-01-11,53.040000915527344,52.25,52.349998474121094,52.86000061035156,2127700.0,47.93860626220703
2016-01-12,53.31999969482422,52.65999984741211,52.970001220703125,53.20000076293945,2299900.0,48.246952056884766
2016-01-13,53.349998474121094,52.0,53.189998626708984,52.2599983215332,2445100.0,47.394466400146484
2016-01-14,53.0099983215332,51.939998626708984,52.439998626708984,52.779998779296875,2786600.0,47.866058349609375
2016-01-15,52.11000061035156,51.04999923706055,51.91999816894531,51.52000045776367,3406100.0,46.723365783691406
2016-01-19,52.72999954223633,51.84000015258789,51.9900016784668,52.619998931884766,2156700.0,47.7209587097168
2016-01-20,52.369998931884766,50.36000061035156,51.959999084472656,51.91999816894531,4118900.0,47.08612823486328
2016-01-21,52.58000183105469,51.630001068115234,51.900001525878906,51.97999954223633,2414100.0,47.14053726196289
2016-01-22,53.13999938964844,52.290000915527344,52.529998779296875,52.97999954223633,2244600.0,48.04743957519531
2016-01-25,52.91999816894531,52.09000015258789,52.91999816894531,52.2400016784668,1748200.0,47.3763427734375
2016-01-26,52.56999969482422,51.97999954223633,52.189998626708984,52.290000915527344,1990900.0,47.42167663574219
2016-01-27,52.4900016784668,51.459999084472656,52.130001068115234,51.88999938964844,2885400.0,47.05891418457031
2016-01-28,52.380001068115234,51.63999938964844,52.0,52.06999969482422,1450800.0,47.22216033935547
2016-01-29,53.06999969482422,52.18000030517578,52.310001373291016,52.95000076293945,3446600.0,48.02022933959961
2016-02-01,53.470001220703125,52.38999938964844,52.689998626708984,53.2599983215332,1741700.0,48.30137252807617
